col,row,layer,cell_key,terrain,vegetation,fuel_moisture,slope,cell_size_ft,time_step_min,burn_duration_ticks,lat,lon
20,5,0,"5,20,0",GRASSLAND,0.33,0.08,0.0,6336,5.0,10,35.058163,-119.337755
21,5,0,"5,21,0",GRASSLAND,0.35,0.08,0.0,6336,5.0,10,35.058163,-119.307143
22,5,0,"5,22,0",GRASSLAND,0.46,0.08,0.0,6336,5.0,10,35.058163,-119.276531
23,5,0,"5,23,0",GRASSLAND,0.49,0.08,0.0,6336,5.0,10,35.058163,-119.245918
24,5,0,"5,24,0",GRASSLAND,0.45,0.08,0.0,6336,5.0,10,35.058163,-119.215306
25,5,0,"5,25,0",GRASSLAND,0.33,0.08,0.0,6336,5.0,10,35.058163,-119.184694
26,5,0,"5,26,0",GRASSLAND,0.46,0.08,0.0,6336,5.0,10,35.058163,-119.154082
27,5,0,"5,27,0",GRASSLAND,0.44,0.08,0.0,6336,5.0,10,35.058163,-119.123469
28,5,0,"5,28,0",GRASSLAND,0.44,0.08,0.0,6336,5.0,10,35.058163,-119.092857
29,5,0,"5,29,0",GRASSLAND,0.51,0.08,0.0,6336,5.0,10,35.058163,-119.062245
30,5,0,"5,30,0",ROCK,0.4,0.0,0.0,6336,5.0,10,35.058163,-119.031633
31,5,0,"5,31,0",GRASSLAND,0.37,0.08,0.0,6336,5.0,10,35.058163,-119.00102
32,5,0,"5,32,0",ROCK,0.35,0.0,0.0,6336,5.0,10,35.058163,-118.970408
33,5,0,"5,33,0",ROCK,0.39,0.0,0.0,6336,5.0,10,35.058163,-118.939796
34,5,0,"5,34,0",ROCK,0.33,0.0,0.0,6336,5.0,10,35.058163,-118.909184
35,5,0,"5,35,0",ROCK,0.33,0.0,0.0,6336,5.0,10,35.058163,-118.878571
36,5,0,"5,36,0",ROCK,0.33,0.0,0.0,6336,5.0,10,35.058163,-118.847959
37,5,0,"5,37,0",GRASSLAND,0.39,0.08,0.0,6336,5.0,10,35.058163,-118.817347
38,5,0,"5,38,0",GRASSLAND,0.32,0.08,0.0,6336,5.0,10,35.058163,-118.786735
39,5,0,"5,39,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,35.058163,-118.756122
40,5,0,"5,40,0",GRASSLAND,0.32,0.08,0.0,6336,5.0,10,35.058163,-118.72551
41,5,0,"5,41,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,35.058163,-118.694898
42,5,0,"5,42,0",GRASSLAND,0.32,0.08,0.0,6336,5.0,10,35.058163,-118.664286
43,5,0,"5,43,0",GRASSLAND,0.42,0.08,0.0,6336,5.0,10,35.058163,-118.633673
44,5,0,"5,44,0",GRASSLAND,0.58,0.08,0.0,6336,5.0,10,35.058163,-118.603061
45,5,0,"5,45,0",FOREST,0.61,0.18,0.0,6336,5.0,10,35.058163,-118.572449
46,5,0,"5,46,0",FOREST,0.66,0.18,0.0,6336,5.0,10,35.058163,-118.541837
47,5,0,"5,47,0",FOREST,0.67,0.18,0.0,6336,5.0,10,35.058163,-118.511224
48,5,0,"5,48,0",FOREST,0.6,0.18,0.0,6336,5.0,10,35.058163,-118.480612
49,5,0,"5,49,0",FOREST,0.46,0.18,0.0,6336,5.0,10,35.058163,-118.45
0,6,0,"6,0,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,35.039796,-119.95
1,6,0,"6,1,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,35.039796,-119.919388
2,6,0,"6,2,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,35.039796,-119.888776
3,6,0,"6,3,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,35.039796,-119.858163
4,6,0,"6,4,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,35.039796,-119.827551
5,6,0,"6,5,0",FOREST,0.3,0.18,0.0,6336,5.0,10,35.039796,-119.796939
6,6,0,"6,6,0",FOREST,0.3,0.18,0.0,6336,5.0,10,35.039796,-119.766327
7,6,0,"6,7,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,35.039796,-119.735714
8,6,0,"6,8,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,35.039796,-119.705102
9,6,0,"6,9,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,35.039796,-119.67449
10,6,0,"6,10,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,35.039796,-119.643878
11,6,0,"6,11,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,35.039796,-119.613265
12,6,0,"6,12,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,35.039796,-119.582653
13,6,0,"6,13,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,35.039796,-119.552041
14,6,0,"6,14,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,35.039796,-119.521429
15,6,0,"6,15,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,35.039796,-119.490816
16,6,0,"6,16,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,35.039796,-119.460204
17,6,0,"6,17,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,35.039796,-119.429592
18,6,0,"6,18,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,35.039796,-119.39898
19,6,0,"6,19,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,35.039796,-119.368367
20,6,0,"6,20,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,35.039796,-119.337755
21,6,0,"6,21,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,35.039796,-119.307143
22,6,0,"6,22,0",GRASSLAND,0.44,0.08,0.0,6336,5.0,10,35.039796,-119.276531
23,6,0,"6,23,0",GRASSLAND,0.41,0.08,0.0,6336,5.0,10,35.039796,-119.245918
24,6,0,"6,24,0",GRASSLAND,0.31,0.08,0.0,6336,5.0,10,35.039796,-119.215306
25,6,0,"6,25,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,35.039796,-119.184694
26,6,0,"6,26,0",GRASSLAND,0.33,0.08,0.0,6336,5.0,10,35.039796,-119.154082
27,6,0,"6,27,0",GRASSLAND,0.4,0.08,0.0,6336,5.0,10,35.039796,-119.123469
28,6,0,"6,28,0",GRASSLAND,0.42,0.08,0.0,6336,5.0,10,35.039796,-119.092857
29,6,0,"6,29,0",GRASSLAND,0.38,0.08,0.0,6336,5.0,10,35.039796,-119.062245
30,6,0,"6,30,0",GRASSLAND,0.33,0.08,0.0,6336,5.0,10,35.039796,-119.031633
31,6,0,"6,31,0",SCRUB,0.32,0.12,0.0,6336,5.0,10,35.039796,-119.00102
32,6,0,"6,32,0",ROCK,0.31,0.0,0.0,6336,5.0,10,35.039796,-118.970408
33,6,0,"6,33,0",ROCK,0.37,0.0,0.0,6336,5.0,10,35.039796,-118.939796
34,6,0,"6,34,0",ROCK,0.31,0.0,0.0,6336,5.0,10,35.039796,-118.909184
35,6,0,"6,35,0",ROCK,0.35,0.0,0.0,6336,5.0,10,35.039796,-118.878571
36,6,0,"6,36,0",GRASSLAND,0.38,0.08,0.0,6336,5.0,10,35.039796,-118.847959
37,6,0,"6,37,0",GRASSLAND,0.38,0.08,0.0,6336,5.0,10,35.039796,-118.817347
38,6,0,"6,38,0",GRASSLAND,0.33,0.08,0.0,6336,5.0,10,35.039796,-118.786735
39,6,0,"6,39,0",GRASSLAND,0.34,0.08,0.0,6336,5.0,10,35.039796,-118.756122
40,6,0,"6,40,0",GRASSLAND,0.31,0.08,0.0,6336,5.0,10,35.039796,-118.72551
41,6,0,"6,41,0",GRASSLAND,0.33,0.08,0.0,6336,5.0,10,35.039796,-118.694898
42,6,0,"6,42,0",GRASSLAND,0.44,0.08,0.0,6336,5.0,10,35.039796,-118.664286
43,6,0,"6,43,0",GRASSLAND,0.44,0.08,0.0,6336,5.0,10,35.039796,-118.633673
44,6,0,"6,44,0",GRASSLAND,0.41,0.08,0.0,6336,5.0,10,35.039796,-118.603061
45,6,0,"6,45,0",SCRUB,0.46,0.12,0.0,6336,5.0,10,35.039796,-118.572449
46,6,0,"6,46,0",FOREST,0.55,0.18,0.0,6336,5.0,10,35.039796,-118.541837
47,6,0,"6,47,0",FOREST,0.66,0.18,0.0,6336,5.0,10,35.039796,-118.511224
48,6,0,"6,48,0",FOREST,0.62,0.18,0.0,6336,5.0,10,35.039796,-118.480612
49,6,0,"6,49,0",FOREST,0.5,0.18,0.0,6336,5.0,10,35.039796,-118.45
0,7,0,"7,0,0",SCRUB,0.31,0.12,0.0,6336,5.0,10,35.021429,-119.95
1,7,0,"7,1,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,35.021429,-119.919388
2,7,0,"7,2,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,35.021429,-119.888776
3,7,0,"7,3,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,35.021429,-119.858163
4,7,0,"7,4,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,35.021429,-119.827551
5,7,0,"7,5,0",ROCK,0.3,0.0,0.0,6336,5.0,10,35.021429,-119.796939
6,7,0,"7,6,0",FOREST,0.3,0.18,0.0,6336,5.0,10,35.021429,-119.766327
7,7,0,"7,7,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,35.021429,-119.735714
8,7,0,"7,8,0",ROCK,0.3,0.0,0.0,6336,5.0,10,35.021429,-119.705102
9,7,0,"7,9,0",FOREST,0.3,0.18,0.0,6336,5.0,10,35.021429,-119.67449
10,7,0,"7,10,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,35.021429,-119.643878
11,7,0,"7,11,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,35.021429,-119.613265
12,7,0,"7,12,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,35.021429,-119.582653
13,7,0,"7,13,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,35.021429,-119.552041
14,7,0,"7,14,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,35.021429,-119.521429
15,7,0,"7,15,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,35.021429,-119.490816
16,7,0,"7,16,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,35.021429,-119.460204
17,7,0,"7,17,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,35.021429,-119.429592
18,7,0,"7,18,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,35.021429,-119.39898
19,7,0,"7,19,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,35.021429,-119.368367
20,7,0,"7,20,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,35.021429,-119.337755
21,7,0,"7,21,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,35.021429,-119.307143
22,7,0,"7,22,0",GRASSLAND,0.34,0.08,0.0,6336,5.0,10,35.021429,-119.276531
23,7,0,"7,23,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,35.021429,-119.245918
24,7,0,"7,24,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,35.021429,-119.215306
25,7,0,"7,25,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,35.021429,-119.184694
26,7,0,"7,26,0",GRASSLAND,0.32,0.08,0.0,6336,5.0,10,35.021429,-119.154082
27,7,0,"7,27,0",GRASSLAND,0.37,0.08,0.0,6336,5.0,10,35.021429,-119.123469
28,7,0,"7,28,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,35.021429,-119.092857
29,7,0,"7,29,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,35.021429,-119.062245
30,7,0,"7,30,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,35.021429,-119.031633
31,7,0,"7,31,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,35.021429,-119.00102
32,7,0,"7,32,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,35.021429,-118.970408
33,7,0,"7,33,0",GRASSLAND,0.38,0.08,0.0,6336,5.0,10,35.021429,-118.939796
34,7,0,"7,34,0",ROCK,0.34,0.0,0.0,6336,5.0,10,35.021429,-118.909184
35,7,0,"7,35,0",GRASSLAND,0.42,0.08,0.0,6336,5.0,10,35.021429,-118.878571
36,7,0,"7,36,0",GRASSLAND,0.49,0.08,0.0,6336,5.0,10,35.021429,-118.847959
37,7,0,"7,37,0",GRASSLAND,0.44,0.08,0.0,6336,5.0,10,35.021429,-118.817347
38,7,0,"7,38,0",GRASSLAND,0.39,0.08,0.0,6336,5.0,10,35.021429,-118.786735
39,7,0,"7,39,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,35.021429,-118.756122
40,7,0,"7,40,0",GRASSLAND,0.31,0.08,0.0,6336,5.0,10,35.021429,-118.72551
41,7,0,"7,41,0",GRASSLAND,0.38,0.08,0.0,6336,5.0,10,35.021429,-118.694898
42,7,0,"7,42,0",GRASSLAND,0.49,0.08,0.0,6336,5.0,10,35.021429,-118.664286
43,7,0,"7,43,0",SCRUB,0.6,0.12,0.0,6336,5.0,10,35.021429,-118.633673
44,7,0,"7,44,0",GRASSLAND,0.57,0.08,0.0,6336,5.0,10,35.021429,-118.603061
45,7,0,"7,45,0",GRASSLAND,0.44,0.08,0.0,6336,5.0,10,35.021429,-118.572449
46,7,0,"7,46,0",SCRUB,0.59,0.12,0.0,6336,5.0,10,35.021429,-118.541837
47,7,0,"7,47,0",FOREST,0.7,0.18,0.0,6336,5.0,10,35.021429,-118.511224
48,7,0,"7,48,0",FOREST,0.65,0.18,0.0,6336,5.0,10,35.021429,-118.480612
49,7,0,"7,49,0",SCRUB,0.41,0.12,0.0,6336,5.0,10,35.021429,-118.45
0,8,0,"8,0,0",SCRUB,0.31,0.12,0.0,6336,5.0,10,35.003061,-119.95
1,8,0,"8,1,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,35.003061,-119.919388
2,8,0,"8,2,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,35.003061,-119.888776
3,8,0,"8,3,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,35.003061,-119.858163
4,8,0,"8,4,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,35.003061,-119.827551
5,8,0,"8,5,0",SCRUB,0.31,0.12,0.0,6336,5.0,10,35.003061,-119.796939
6,8,0,"8,6,0",ROCK,0.3,0.0,0.0,6336,5.0,10,35.003061,-119.766327
7,8,0,"8,7,0",FOREST,0.3,0.18,0.0,6336,5.0,10,35.003061,-119.735714
8,8,0,"8,8,0",ROCK,0.3,0.0,0.0,6336,5.0,10,35.003061,-119.705102
9,8,0,"8,9,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,35.003061,-119.67449
10,8,0,"8,10,0",FOREST,0.3,0.18,0.0,6336,5.0,10,35.003061,-119.643878
11,8,0,"8,11,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,35.003061,-119.613265
12,8,0,"8,12,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,35.003061,-119.582653
13,8,0,"8,13,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,35.003061,-119.552041
14,8,0,"8,14,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,35.003061,-119.521429
15,8,0,"8,15,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,35.003061,-119.490816
16,8,0,"8,16,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,35.003061,-119.460204
17,8,0,"8,17,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,35.003061,-119.429592
18,8,0,"8,18,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,35.003061,-119.39898
19,8,0,"8,19,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,35.003061,-119.368367
20,8,0,"8,20,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,35.003061,-119.337755
21,8,0,"8,21,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,35.003061,-119.307143
22,8,0,"8,22,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,35.003061,-119.276531
23,8,0,"8,23,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,35.003061,-119.245918
24,8,0,"8,24,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,35.003061,-119.215306
25,8,0,"8,25,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,35.003061,-119.184694
26,8,0,"8,26,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,35.003061,-119.154082
27,8,0,"8,27,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,35.003061,-119.123469
28,8,0,"8,28,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,35.003061,-119.092857
29,8,0,"8,29,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,35.003061,-119.062245
30,8,0,"8,30,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,35.003061,-119.031633
31,8,0,"8,31,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,35.003061,-119.00102
32,8,0,"8,32,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,35.003061,-118.970408
33,8,0,"8,33,0",GRASSLAND,0.32,0.08,0.0,6336,5.0,10,35.003061,-118.939796
34,8,0,"8,34,0",GRASSLAND,0.31,0.08,0.0,6336,5.0,10,35.003061,-118.909184
35,8,0,"8,35,0",GRASSLAND,0.44,0.08,0.0,6336,5.0,10,35.003061,-118.878571
36,8,0,"8,36,0",GRASSLAND,0.63,0.08,0.0,6336,5.0,10,35.003061,-118.847959
37,8,0,"8,37,0",GRASSLAND,0.33,0.08,0.0,6336,5.0,10,35.003061,-118.817347
38,8,0,"8,38,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,35.003061,-118.786735
39,8,0,"8,39,0",GRASSLAND,0.32,0.08,0.0,6336,5.0,10,35.003061,-118.756122
40,8,0,"8,40,0",GRASSLAND,0.38,0.08,0.0,6336,5.0,10,35.003061,-118.72551
41,8,0,"8,41,0",GRASSLAND,0.47,0.08,0.0,6336,5.0,10,35.003061,-118.694898
42,8,0,"8,42,0",GRASSLAND,0.47,0.08,0.0,6336,5.0,10,35.003061,-118.664286
43,8,0,"8,43,0",GRASSLAND,0.58,0.08,0.0,6336,5.0,10,35.003061,-118.633673
44,8,0,"8,44,0",SCRUB,0.65,0.12,0.0,6336,5.0,10,35.003061,-118.603061
45,8,0,"8,45,0",SCRUB,0.63,0.12,0.0,6336,5.0,10,35.003061,-118.572449
46,8,0,"8,46,0",SCRUB,0.56,0.12,0.0,6336,5.0,10,35.003061,-118.541837
47,8,0,"8,47,0",SCRUB,0.48,0.12,0.0,6336,5.0,10,35.003061,-118.511224
48,8,0,"8,48,0",GRASSLAND,0.41,0.08,0.0,6336,5.0,10,35.003061,-118.480612
49,8,0,"8,49,0",SCRUB,0.35,0.12,0.0,6336,5.0,10,35.003061,-118.45
0,9,0,"9,0,0",SCRUB,0.35,0.12,0.0,6336,5.0,10,34.984694,-119.95
1,9,0,"9,1,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.984694,-119.919388
2,9,0,"9,2,0",SCRUB,0.31,0.12,0.0,6336,5.0,10,34.984694,-119.888776
3,9,0,"9,3,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.984694,-119.858163
4,9,0,"9,4,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.984694,-119.827551
5,9,0,"9,5,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.984694,-119.796939
6,9,0,"9,6,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.984694,-119.766327
7,9,0,"9,7,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.984694,-119.735714
8,9,0,"9,8,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.984694,-119.705102
9,9,0,"9,9,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.984694,-119.67449
10,9,0,"9,10,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.984694,-119.643878
11,9,0,"9,11,0",ROCK,0.3,0.0,0.0,6336,5.0,10,34.984694,-119.613265
12,9,0,"9,12,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.984694,-119.582653
13,9,0,"9,13,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.984694,-119.552041
14,9,0,"9,14,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.984694,-119.521429
15,9,0,"9,15,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.984694,-119.490816
16,9,0,"9,16,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.984694,-119.460204
17,9,0,"9,17,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.984694,-119.429592
18,9,0,"9,18,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.984694,-119.39898
19,9,0,"9,19,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.984694,-119.368367
20,9,0,"9,20,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.984694,-119.337755
21,9,0,"9,21,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.984694,-119.307143
22,9,0,"9,22,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.984694,-119.276531
23,9,0,"9,23,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.984694,-119.245918
24,9,0,"9,24,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.984694,-119.215306
25,9,0,"9,25,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.984694,-119.184694
26,9,0,"9,26,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.984694,-119.154082
27,9,0,"9,27,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.984694,-119.123469
28,9,0,"9,28,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.984694,-119.092857
29,9,0,"9,29,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.984694,-119.062245
30,9,0,"9,30,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.984694,-119.031633
31,9,0,"9,31,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.984694,-119.00102
32,9,0,"9,32,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.984694,-118.970408
33,9,0,"9,33,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.984694,-118.939796
34,9,0,"9,34,0",GRASSLAND,0.34,0.08,0.0,6336,5.0,10,34.984694,-118.909184
35,9,0,"9,35,0",GRASSLAND,0.52,0.08,0.0,6336,5.0,10,34.984694,-118.878571
36,9,0,"9,36,0",GRASSLAND,0.49,0.08,0.0,6336,5.0,10,34.984694,-118.847959
37,9,0,"9,37,0",GRASSLAND,0.31,0.08,0.0,6336,5.0,10,34.984694,-118.817347
38,9,0,"9,38,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.984694,-118.786735
39,9,0,"9,39,0",GRASSLAND,0.4,0.08,0.0,6336,5.0,10,34.984694,-118.756122
40,9,0,"9,40,0",GRASSLAND,0.57,0.08,0.0,6336,5.0,10,34.984694,-118.72551
41,9,0,"9,41,0",GRASSLAND,0.6,0.08,0.0,6336,5.0,10,34.984694,-118.694898
42,9,0,"9,42,0",GRASSLAND,0.57,0.08,0.0,6336,5.0,10,34.984694,-118.664286
43,9,0,"9,43,0",SCRUB,0.71,0.12,0.0,6336,5.0,10,34.984694,-118.633673
44,9,0,"9,44,0",GRASSLAND,0.6,0.08,0.0,6336,5.0,10,34.984694,-118.603061
45,9,0,"9,45,0",GRASSLAND,0.44,0.08,0.0,6336,5.0,10,34.984694,-118.572449
46,9,0,"9,46,0",GRASSLAND,0.42,0.08,0.0,6336,5.0,10,34.984694,-118.541837
47,9,0,"9,47,0",GRASSLAND,0.34,0.08,0.0,6336,5.0,10,34.984694,-118.511224
48,9,0,"9,48,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.984694,-118.480612
49,9,0,"9,49,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.984694,-118.45
0,10,0,"10,0,0",FOREST,0.49,0.18,0.0,6336,5.0,10,34.966327,-119.95
1,10,0,"10,1,0",SCRUB,0.37,0.12,0.0,6336,5.0,10,34.966327,-119.919388
2,10,0,"10,2,0",SCRUB,0.31,0.12,0.0,6336,5.0,10,34.966327,-119.888776
3,10,0,"10,3,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.966327,-119.858163
4,10,0,"10,4,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.966327,-119.827551
5,10,0,"10,5,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.966327,-119.796939
6,10,0,"10,6,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.966327,-119.766327
7,10,0,"10,7,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.966327,-119.735714
8,10,0,"10,8,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.966327,-119.705102
9,10,0,"10,9,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.966327,-119.67449
10,10,0,"10,10,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.966327,-119.643878
11,10,0,"10,11,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.966327,-119.613265
12,10,0,"10,12,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.966327,-119.582653
13,10,0,"10,13,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.966327,-119.552041
14,10,0,"10,14,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.966327,-119.521429
15,10,0,"10,15,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.966327,-119.490816
16,10,0,"10,16,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.966327,-119.460204
17,10,0,"10,17,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.966327,-119.429592
18,10,0,"10,18,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.966327,-119.39898
19,10,0,"10,19,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.966327,-119.368367
20,10,0,"10,20,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.966327,-119.337755
21,10,0,"10,21,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.966327,-119.307143
22,10,0,"10,22,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.966327,-119.276531
23,10,0,"10,23,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.966327,-119.245918
24,10,0,"10,24,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.966327,-119.215306
25,10,0,"10,25,0",GRASSLAND,0.31,0.08,0.0,6336,5.0,10,34.966327,-119.184694
26,10,0,"10,26,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.966327,-119.154082
27,10,0,"10,27,0",GRASSLAND,0.31,0.08,0.0,6336,5.0,10,34.966327,-119.123469
28,10,0,"10,28,0",GRASSLAND,0.31,0.08,0.0,6336,5.0,10,34.966327,-119.092857
29,10,0,"10,29,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.966327,-119.062245
30,10,0,"10,30,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.966327,-119.031633
31,10,0,"10,31,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.966327,-119.00102
32,10,0,"10,32,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.966327,-118.970408
33,10,0,"10,33,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.966327,-118.939796
34,10,0,"10,34,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.966327,-118.909184
35,10,0,"10,35,0",GRASSLAND,0.36,0.08,0.0,6336,5.0,10,34.966327,-118.878571
36,10,0,"10,36,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.966327,-118.847959
